,text,label
 you can also find a scrollbar at the bottom but you cannot click on it because when you move away from the action the scrollbar disappears

so we can modify modelstreehtml add the marginright setting for action div which can give more space to options refer to ",0

129,"we used to return a list of users with browse permission associated with some issue using jira rest api before the “query” param would match all possible users and filter the list to include only those who could view the specific issue 

however recently we discovered that query was a security vulnerability which we fixed as part of gdpr 

unfortunately this has some impact on our customers as they are not able to search for all users that have the view issue permission associated with an issue

would be great if we could have some parameter to pass and to return all users that have view issue permission associated with some specific issue
",0

130,we should clarify the following two points  get the fact that within no longer requires an index into the release notes and the reference page ensure that the geowithin rename of within works in the agg framework leaving the reference in the release notes to within for the moment,0

131,found in sdk build  to  get attached bugfile and compile with the following command call mxmlc deprecationmxmlnotice that there are  deprecation warnings reported note the duplicate warning is being tracked on a different bug  now compile with showdeprecationwarningsfalsemxmlc showdeprecationwarningsfalse deprecationmxml actual results  deprecation warnings are still  warning getstring has been deprecated since   please use resourcemanagergetstring                         warning testdeprecated has been deprecated since   please use testreplacement                         warning property protocol is deprecated please use an appropriate channel from your services configuration file defaulthttp or defaulthttps for instance when useproxy is false set your url to use the right protocol          expected results no warnings reported  workaround if any compile using warningsfalse to remove all warning reporting altogethermxmlc warningsfalse deprecationmxml,0

132,flink currently uses version  of orgapachemavenpluginsmavendependencyplugin we should update to  currently the latest version,1

133,"when running a query like that we have an error in operator needs an array even if the content of oi expression is an array

codejavascript

dbdemoaggregate

	matchidin
	project
		
		
		oiorderitemsorderid
	
	
	 addfieldsszsizeoi  this works oi is an array and size works on arrays
	
	matchordersorderid inoi  this does not work even if oi is an array


code

i guess this is complicated for query engine to be sure that oi is an array and in operator has been strengthen considering the fact that value must be an array but is there a way to achieve that 

",0

134,decimalprecision transforms only union it should also transform intersect and except,0

135,"site builds fail to obtain the site descriptor from a parent project when using the war version of nexus oss  if the standalone version is used this works  this worked in   and  but is broken in 

to reproduce this
 create a pom project with a simple site descriptor sitexml  no localized versions
 create another maven project jar that has a parent of the project created in step 
 run mvn sitesite on the  project

the build will fail with this error
 failed to execute goal  defaultcli on project localization sitetoolexception the site descriptor cannot be resolved from the repository artifactresolutionexception unable to locate site descriptor could not transfer artifact  fromto mysnapshots  failed to transfer file  return code is   reasonphraseinternal server error

if you run this exact test on the standalone version the build will be successful

the issue is somewhere in the redirect for the locale note its trying to get siteenxml because en is my default locale",0

136,after completing the declarative resource management  we no longer need the old slotpoolimpl implementation assuming that declarative resource management works reliably i would propose to remove slotpoolimpl and all related classes,1

137,"this library offers a set of widgets that will respect a given aspect ratio while allowing to set relative dimensions 
for instance you can have a layout that extends to the whole available width but whose height will be adjusted to always
keep a square shape",0

138,hellothe get function of   class returns a fix list of hardware but there are many other avaiable hardwares in the cloud server we are using this function should return the full list availbale in the cloud as it does for get  of ,0

139,if i understand correctly abstractparser was added to allow an easier transition from the  parameter to  parameter with parsecontext call to parse  the  parameter call has been deprecated for a long time  lets remove the  parameter parse in tika ,0

140,bump  to ,1

141,collection of changes that id like to make based on recent experiences with the  release,1

142,"this only affects debug builds since the assertion is a dassert in a sharded cluster i have an existing sharded collection sharded on shardkey hashed
codejs
mongos shshardcollectiontestsharded shardkey hashed

        collectionsharded  testsharded
        collectionuuid  
        ok  
        operationtime   
        clustertime  
                clustertime   
                signature  
                        hash  
                        keyid  
                
        

code

this index creation trips the invariant failure
codejs
mongos dbshardedcreateindexshardkey hashed x  y  unique true

        raw  
                  
                        ok  
                        errmsg  connection was closed
                        code  
                        codename  hostunreachable
                
                  
                        ok  
                        errmsg  connection was closed
                        code  
                        codename  hostunreachable
                
        
        code  
        codename  hostunreachable
        ok  
        errmsg    connection was closed  connection was closed 
        operationtime   
        clustertime  
                clustertime   
                signature  
                        hash  
                        keyid  
                
        

code

the invariant failure in question is
code
  f          invariant failure keypatternishashedkeypatternuniqueindexpattern srcmongosshardkeypatterncpp 
code

the failing assertion is  it seems like we should be doing more validation beforehand before hitting the invariant though

bool shardkeypatternisuniqueindexcompatibleconst bsonobj uniqueindexpattern const 
    dassertkeypatternishashedkeypatternuniqueindexpattern

    if uniqueindexpatternisempty  uniqueindexpatternfirstelementfieldname  kidfield 
        return true
    

    return keypatterntobsonisfieldnameprefixofuniqueindexpattern

code",0

143,close file objects in cosstreamjava to improve gc see attached patch,0

144,"use case the user expects to work on different files and wishes to release the shelved files so that other users could work on them

shelving should optionally unlock any locked files
 consistent with commit

making a checkpoint saving a shelfversion should not unlock the files

conversely unshelving should optionally lock files either
 optionally lock all unshelved files that have the svnneedslock property or
 store the lock state in the shelf and optionally lock all unshelved files that were locked before they were shelved
",0

145,"the following tests are failing in the process of implementing  they are disabled with the  to reduce redness as of now
  fixed  jstestsmultiversionchangestreamspreandpostimagesupgradedowngradejs
  jstestsshardingchangestreamshowmigrationeventsjs",0

146,"right now when the user tries to invoke floor and ceil on any integral number a call to mathfloormathceil is not generated thanks to the code in floorceilmethodgen which optimizes and removes the call itself

we should rather implement a rule in the planner or reuse the expression reducer rule that removes floor and ceil in case its arguments are integral types that is tinyint smallint int and bigint this allows users to see this optimization in the planner",1

147,"code
 install  for netty tcnative
wget 
sudo apt install 
code

code
   
resolving securityubuntucom securityubuntucom    
connecting to securityubuntucom  connected
http request sent awaiting response  not found
  error  not found
code
",1

148,stringutilsstripendcommonsdigesterjar jar returns commonsdigeste instead of commonsdigester i tried with all the commons lang versions from   ,0

149,"im currently exploring the code base and saw several touppercase  tolowercase calls on strings without explicitly declaring the locale

this means it will use the system locale which can lead to surprising behaviors see 

 

 stringtolowercase or stringtouppercase sometimes fails to work when run in a turkish or azeri environment the reason is that turkish and azeri have dotted and dotless is and conversion of these characters leads to results that arent adequate for strings in other languages

 

i didnt investigate whether the current calls are actually problematic but there could be bugs if there is a equals check following a touppercasetolowercase or when these strings are used in map lookups etc

 

projects like lucene use  to prevent this methods from being used to avoid these potential problems

 

 ",1

150,tests should not depend on each other otherwise tests will fail in developers ide if they dont execute all the tests at once,0

151,            i certainly havent seen this actually fade digging in the transition from the splash screen view to the view controllers view didnt specify a transition  i used a cross dissolve and got the effect i was looking foreg     uiview transitionwithviewselfviewcontrollerview                         durationfadeduration                         optionsuiviewanimationoptiontransitioncrossdissolve    also the unit of fade duration in the docs is ms but in the code it is seconds,0

152,during a blueprint deployment the following log message appears   executioncommandwrappergetexecutioncommand refreshconfigtag set to  so clearing config for full refreshcodethis log message is useful for debugging deployment failures in large clusters but should not be present in the log by default as this message repeats often enough to make debugging normal conditions less simple this log message is currently logged at the info level but should be changed to log at the debug level im working on a fix for this and will be submitting a patch shortly  ,0

153,"getting random read timeout error from mavenproxyfacet while head request to maven repo

 
codejava
curl head 
 
codejava
   warn  unknown orgsonatypenexusrepositorymaveninternalproxymavenproxyfacet  failed to fetch 
 javanetsockettimeoutexception read timed out
 at  method 
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  
 at  code
 

what is this related to",1

154,helloi use mongodb  with  mongos and  shards  replicas eachwe had a major network issue when mongos and twoone from each shard mongods became isolated when network was up again we experienced following problemwed dec     authenticate db partitionvalidator  authenticate  user auto nonce  key  wed dec    auth couldnt find user auto partitionvalidatorsystemuserswed dec    end connection   connections now openwed dec    distributed lock  acquired ts   dec    distributed lock  unlocked wed dec    connection accepted from    connections now openwed dec    end connection   connections now openwed dec    connection accepted from    connections now openwed dec    end connection   connections now openwed dec    connection accepted from    connections now openwed dec     authenticate db partitionvalidator  authenticate  user auto nonce  key  wed dec    auth couldnt find user auto partitionvalidatorsystemuserswed dec    end connection   connections now opennetwork started about  and was fixed exactly in  authentication was ok before  during network fail toosome logs from the interval  dec    socket say send  broken pipe  dec    warning could not get last error from a shard   caused by  socket exception  for  dec    warning distributed lock  did not propagate properly  caused by   update not consistent  ns configlocks query  id balancer state  ts   update  set  state  who  process  when new  why doing balance round ts      updatedexisting true n  connectionid  waited  err null ok     updatedexisting false n  connectionid  waited  err null ok  wed dec    lock update lost lock  not propagatedwed dec    distributed lock  was not acquiredwed dec      assertion failure cursorcachegetref cursor size srcmongosrequestcpp                            wed dec      assertion failure cursorcachegetref cursor size srcmongosrequestcpp                            ,0

155,"our current surefire setup for the java  tests is exceedingly complicated because of when it was introduced we split the  tests across separate profiles

this is at least currently not necessary

additionally it appears that not many people are aware of this setup which has resulted in various tests for pulsar pubsub kinesis and kafka and maybe others to not even being run on ci",1

156,"two  the exlogjava example has a segvcode
 thread  tid         at  stop reason  signal sigsegv
    frame        at 
    			if lfissetwtcursorrawok  wtcurstddumpjson 
    			    wtstreqfmt u 
    				item  vaargap wtitem 
  				sz  itemsize
    				bufdata  itemdata
    			 else if wtstreqfmt s 
    				str  vaargap const char 
codethe wtcursorraw flag is set for all cursors in the java and python interface code  but this segv occurs as a result of an internal call to setkey in 
	wtcursorsetkeycursor clcurlsnfile clcurlsnoffset keycount
codewhere raw is not appropriate  maybe turning the raw flag off temporarily for such internal calls will fix  the python interface does not use wtcursorraw if the cursor is a json dump cursor  theres no corresponding code for java so likely json dump is broken in javathere is no python test case for log cursors and no java test case for log cursors or json dump",0

157,may lint,1

158,my tools class,0

159,reversedtype doesnt override abstracttypeiscompatiblewith so reversedtypetimestamptype is not considered compatible with reversedtypedatetype  it needs to verify that the other type is reversed and that the base types are compatible,0

160,"introduce a package to ship test utilities for formats connectors and end users

this package should provide

 assertions for data types logical types and internal data structures
 test cases for formats and connnectors

the end goal is to remove the testjar planner dependency in formats and connectors and replace it with this package so formats and connectors can then just depend on tableplannerloader   ",1

161,"in spark  spark session is going to become the main entry point for spark  in that context no longer makes sense having mongordd as the main entrance for configuring  customising the connector instead the plan is to create a mongospark case class and companion to fulfil this role  this simplify any future upgrading of the connector

also an added bonus is it will allow for the removal of most the javaapi only the java bean fieldtypes will still be needed for java users


 ",0

162,"tests in  and  fail if
  the class or a single test is executed in intellij
  mvn test is run on module flinkfilesystems
  mvn test is run on the root project consequence of the previous point

curiously running mvn test on submodule flinkazurefshadoop passes running mvn install also works in the situations where mvn test fails

this concerns all tests in those two classes except those called testnullfsuri

example stacktrace they are all very similar
codejava
    
expected an instance of javalangillegalargumentexception and exception with message a string containing abfssmypath has invalid authority
     but an instance of javalangillegalargumentexception  is a javalangnoclassdeffounderror
stacktrace was javalangnoclassdeffounderror comctcwstxioinputbootstrapper
        at 
        at 
        at 
        at 
        at  method
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
caused by javalangclassnotfoundexception comctcwstxioinputbootstrapper
        at 
        at 
        at 
          more
code",1

163,"the goal is to share number of my projects which might come useful for other developer
the project url and scm url point to one example project which is already uploaded to githubcom",0

164,"currently sourcereadertestbase uses junit  it needs to be upgraded to junit  for new tests to use

it affects two subclasses

 
  orgapacheflinkconnectorkafkasourcereaderkafkasourcereadertestjava
  orgapacheflinkconnectorbasesourcereadersourcereaderbasetestjava

 

these two classes needs to be fixed as well",1

165,in mongodb  and newer dev versions of what will be mongodb  getlasterror requires authentication that means you have to be authenticated to the db the getlasterror message is sent to pymongo currently sends all getlasterror messages to the admin db the reasons are lost to historyheres an example of this breaking in pymongo mastercode import pymongo c  pymongoconnection cfooauthenticatefoo passtrue cfoofooinsertfoo  cfoofoofindoneuid  ufoo ubar cfoofooinsertfoo bim safetruetraceback most recent call last  file  line  in   file pymongocollectionpy line  in insert    continueonerror selfuuidsubtype safe  file pymongoconnectionpy line  in sendmessage    rv  selfcheckresponsetolasterrorresponse  file pymongoconnectionpy line  in checkresponsetolasterror    helperscheckcommandresponseerror selfdisconnect  file pymongohelperspy line  in checkcommandresponse    raise operationfailuremsg  responsepymongoerrorsoperationfailure need to login for doc in cfoofoofind     doc uid  ufoo ubaruid  ufoo ubimcodefix pymongo so that getlasterror is sent to the db the write operation was sent tothe workaround is to authenticate to the admin db for all operations,0

166,orgapacheflinktableplannerutilsxmloutput is introduced in blink planner to fix a redundant line break for each cdata section this has been fixed in calcite via  ,1

167,minimize testing that requires testutilenablelongtests,1

168,"hello
i intend to publish my personal open source projects



 ",0

169,"it currently only says you do have a  hour grace period to adjust prices after setting them price wisely

it should also mention that it can take up to  h until the new prices are visible if not logged in as the addon vendor",0

170,in  we have restricted generatedatafile test to operate on rowstore tables only the aim is to remove this restriction and allow format to generate data using both rowstore and columnstore tables,1

171,"the new rpc loading mechanism requires a some steps to be run in maven this breaks certain workflows like when doing a full rebuild within intellij

we can alleviate this issue by adding a testing implementation of the akkarpcsystemloader specifically for this case",1

172,"the declarativeslotpoolbridge bridges the old nondeclarative slot allocation protocol of the defaultscheduler with the declarativeslotpool it increases requirements when a slot is requested and reduces the requirements when the slot is freed

to support this the declarativeslotpool api was designed such that the bridge is provided with the resource profile of freed slots such that it can subsequently reduce the requirements

the main benefit of this is that the bridge does not have to do any resource bookkeeping the downside is that this pushes defaultscheduler requirements into the declarative resource management stack

we should rethink whether it wouldnt be worth to extend the bookkeeping in the bridge such that the pool does no longer have to deal with this

one thing to investigate is whether this is easily possible specifically whether a simple bookkeeping lets say a map would be sufficient or whether there are edgecases this couldnt support",1

173,wtpagemodifylaststabletimestamp is no longer used,1

174,"rename implicit multiversion suites to multiversionpassthrough to be consistent with our naming of other passthrough suites

 

all suites with the word multiversion that are not the exact multiversion suite are passthroughs and should be renamed",0

175,as part of   noted that we can simplify our transaction structures since were no longer moving our read timestamp back and forth for resolving modifies since the introduction of the wtsessionresolvingmodify flag,1

176,the checkpoint code has a generational counter to order checkpoints the code to set the counter depends on the newest checkpoint appearing at the end of the list which is currently true but theres no reason to depend on that,1

177,for some reason idea starts to hang once this plugin is installedlooking at the idealog i see      info         comatlassiantheplugin  init theplugin project component      info         comatlassiantheplugin  error javalangnullpointerexception	at 	at 	at 	at 	at  method	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at 	at ,0

178,unsure why we are still using the old version of aether suggest we update this component to use the latest bits from eclipse,1

179,"this is a follow up of this pr 

on kubernetesyarn deployments resource manager try to compare the effective configurations with the original configuration file shipped from client and only set the differences to dynamic properties for task managers

during which globalconfigurationloadconfiguration is used for getting the original configuration file the strongly relies on that kubernetesyarn entry points do not support custom configuration directories which is true at the moment but brittle in future

it would be better to rethink the usage of globalconfiguration",1

180,revert  once netty was upgraded to a version that includes a fix for ,1

181,"from this page 
  the database or source to authenticate the user against default admin
        authsource admin
however the default is not actually admin i had to add this line explicitly to my config in order to be able to connect and i confirmed that removing it reintroduced the issue

with this line i get the following error you can see the auth source is set to the dblevel not admin level

w  warn   mongodb  failed to authenticate to  mongoauthunauthorized user xxxstagingrw mechanism scram is not authorized to access  auth source  used mechanism  used server  primary authentication failed  authenticationfailed

please check and either fix code or documentation",0

182,the project aims at creating and maintaining a small library of high quality general purpose java components that are complementing the most common libraries such as google guava or apache commons,0

183,"qtest has a restful api they supply a jar you can download however their code is neither idiomatic nor is manually downloading a jar practical or reliable in todays modern devops culture

this library reflects a completely third party implementation that only references restendpoint documentation 

 ",0

184,"fileitems generated by contentgenerator has wrong behavior wrt conditional gets they always report  not modified i bet this is true for all nexus version since we introduces contentgenerators nexus  or so

with normal file items the files timestamp is taken to compare with timestamp sent by conditional gets and this works with normal files like maven metadata or jars since in case of deployredeploy the file timestamp did change nexus maintains filestamps and sets it to either the sent value or now

but contentgenerator generated files are almost exactly same to file items except their  usually just placeholder with components id  content is discarded and contentgenerator component is invoked to generate content on the fly but there is a problem their timestamp never changes since they got created

browsers and clients that tries to optimize traffic best once fetch generated content will never be able to refetch it proof reproduce steps

 start up empty nexus oss with factory config
 use chrome to fetch archetypecatalogxml of thirdparty repository should be empty
 upload over ui an artifact that has packaging mavenarchetype pom and jar
 refetch the archetype catalog in browser no way to get new content
 try wget or some similar tool that issues unconditional get voila its there

note about archetype catalog how it went unnoticed the trick is that archetype catalog plugin installs simply put saves the archetypecatalogxml generated file as part of boot process of nexus meaning the file timestamp would actually change and actualized on every boot testers and qas would hardly notice this but on long running instances with chrome makes your head dizzy
",0

185,"the catalogcache has duplicated metadata retrieval methods which accept both namespacestring and stringdata this was introduced in order to not fix all the places when switching to the new catalogcache api

since there are only a handful of these callers now we should just clean them up",0

186,named snapshot support was removed in  but i missed the wtnamedsnapshot structure in txnh,1

187,"thee  profile currently targets java  this was useful because we saw that doing so reveals additional issues that are not detected when building for java  the end goal was to ensure a smooth transition once we switch

however this has adverse effects on developer productivity

if you happen to switch between java versions for example because of separate environments or because certain features require java  then you can easily run into unsupportedversionerrors when attempting to use java  with java  bytecode

intellij also picks up on this and automatically sets the language level to  which means that it will readily allow you to use java  exclusive apis that will fail on ci later on

to remedy this i propose to split the profile

the  profile will pretty much stay as is except that it is targeting java  the value proposition of this profile is being able to build flink for java  with java 
a new explicitlyoptin  profile then sets the target version to java  which we will use on ci this profile will ensure that we can readily switch to java  as the target in the future
",1

188,"as a wt developer i want to update wiredtiger source code to include  copyright notices

note from 
quotesee distscopyright for a script that checks copyright notices youll still need to manually review files but that script gets you most of the way there
quote

this ticket requires the following work

 create and run a script to update all files with copyright notices from  to  you can tweak the existing distscopyright script to do this 
 manually review the files to ensure they are updated as expected
 update this ticket with the script you used for future reference",1

189,the processing of the jaxrpc mapping file currently uses the  elements to define a mapping between java and xml typesit seems that the  elements also define such mappings indeed  and  define a mapping between java types and messape parts hence xml typesthe implementation needs to be improved to use the  elements,0

190,hitrying to improve my use of mongoid exceptions however i cant figure out why the following is not workingreading the yard doc  that the errors have methods like summary problemhowever with the following code coderubyrescuefrom mongoiderrorsvalidations with  validationerrordef validationerrorerrors   p errorsmessage   p errorssummaryendcodei have an error in my logs line  is the line where is p errorssummarycodeplainargumenterror wrong number of arguments  for    validationerrorcodewatching the spec it seems that only message method is tested and is working so may be something goes wrong and wasnt caughtedit  if i do a errorspublicmethods i can see the summary and problem methodsthx for your help,0

191,,1

192,mqtt客户端，集成，实现自动化配置。,0

193,after the work in  has been merged into the  branch we should update the release compatibility testing script to do  branch upgradedowngrade testing,1

194," problem description

on a windows machine without for example snappy in the require path mongodb ends up in an infinite loop when trying to optionally require snappy

this is beacuse a bug in the package requireoptional

the search starts in the given path if the file isnt found it continues with the parent folder and so on in a loop the stop criterias for the loop are
  the file is found
  the current path equals 

it never matches the second critera on a windows machine where paths starts with the drive letter for example c

see bug for description



a pr for this has been available since nov   without being merge

 

i think its safe to say the package is dead

the infinite loop happens directly in the requiremongodb call

possible fix

switch to the package requireoptional  
 the mongodb package uses requireoptional with only one parameter this is functionally equal to calling requireoptional with only one parameter so a search and replace for

requirerequireoptional

to 

requirerequireoptional

is enough

ive successfully monkey patched my systems nodemodulesmongodb this way
  ",0

195,in the page  the tutorial explains how to add an ascending index for a collection the explanation text says the index is created on the quantity field whereas the source code creates it on the dateofbirth field,0

196,"hello

 

how do i get my group id approved

 

thanks",0

197,with the merge of  were switching from a set of reader flags to a set of eviction flags and i think it could be simplified,1

198,we need to publish a migration guide similar to  when releasing motor ,0

199,"flinkrpcakka contains a small amount of scala code which we could port to java

since scala is less common in the flink code base than in the past this would make the code easier to maintain for new people it would also simplify the build system no scala plugins reduce the dependency tree no scala test and improve build times",1

200,currently callsetoperationstring erroneously adds every parameter as a body parameter heres patch that checks whether is an in or out header and adds it as a header parametermichaelindex calljavarcs file homecvspublicwsaxisjavasrcorgapacheaxisclientcalljavavretrieving revision  u  p u  calljava calljava  nov     calljava  dec       public class call implements javaxxmlr         addparameternew qname paramname xmltype                      javatype parametermode                       adds a parameter type as a soapheader      param paramname  name of the parameter      param xmltype  xml datatype of the parameter      param parametermode  mode of the parameterwhether in out or inout      param headermode  mode of the header  even if this is an inout                          parameter it need not be in the header in both                          directions      exception jaxrpcexception  if isparameterandreturnspecrequired returns                                   false then addparameter may throw                                   jaxrpcexceptionactually axis allows                                   modification in such cases         public void addparameterasheaderqname paramname qname xmltype            parametermode parametermode            parametermode headermode         class javatype  null        typemapping tm  gettypemapping        if tm  null             javatype  tmgetclassforqnamexmltype                addparameterasheaderparamname xmltype javatype            parametermode headermode                    adds a parameter type as a soapheader       param paramname  name of the parameter       param xmltype  xml datatype of the parameter    public class call implements javaxxmlr             parameter p  parameter parameterslistgetj              get the qname representing the parameter type             qname paramtype  utilsgetxsitypep            thisaddparameter pgetqname paramtype modes            parametermode mode  modes            if pisinheader  pisoutheader                 thisaddparameterasheader pgetqname paramtype                        mode mode             else                 thisaddparameter pgetqname paramtype mode                               map faultmap  bentrygetfaults,0

201,"as per mailing list discussion we want to drop those because they are unused redundant code
there are many options for command line parsing including one in flink parameter tool",1

202,"rest handlers are currently a bit annoying to test because they are all implemented based on inheritance this means that even if we just want to test the interactions between the handler and dispatcher we also setup the rest stack and as such for example need to provide messages headers

related to that handlers are currently always working against subclasses of the restfulgateway interface which in all cases provides a much larger api surface than a given handler actually requires and theres no way to opt out of that 

ive created a prototype that would allow individual handlers to work with composition and furthermore work against subsets of the restfulgateway interface
the conversion is not difficult and pretty much just busy work
",1

203,various modules that create jars for  tests eg flinkstreamingkinesistest create oversized jars  because they bundle their entire dependency tree including many parts of flink along with test dependencies and test resources,1

204,"the mailing list page


needs cleaned up and there should be a link in the navbar to it ",0

205,jobvertexconnectidinput is not used in production anymore its only used in the unit tests testattachviaids and testcannotconnectmissingid located in defaultexecutiongraphconstructiontest however these two test cases are designed to test this method therefore this method and its test cases can be removed,1

206,after  the partition key handling logic is encapsuled within fileinfoextractorbulkformat we should cleanup this logic from orc and parquet formats in order to simplify it note hive still depends on this logic but it should rather use fileinfoextractorbulkformat or similar,1

207,the project spring cloud orgspringframeworkcloud is already deployed in central i just want to request deploy access the username is jonatanivanov,0

208,"the mongos forwards the createindexes command to all shards including ones without any chunks for the sharded collection this causes the chunks collection to be implicitly created without any storage engine options on the other shard



 original description

hello

in a sharded cluser with default blockcompressor set to zlib i created a collection with blockcompressorsnappy

after sharding this snappy collection the balancer creates the collection on other replicasets with zlib the config default and not snappy the explicit blockcompressor for this particular collection

 it would be nice if the not default blockcompressor is preserved across the shards of the same collection

 can i safely manualy create the collection directy on the secondary shards connecting directy to each replicaset primary before sharding the collection 

best regards
clement

 original steps to reproduce

my use case is on a gridfs collection i dont think its relevant but just in case i let the chunks

the issue probably also exists with default compression left to snappy and collection explicitely created with zlib but again here is my use case 


 set the default block compressor to zlib 
codetitlemongod config fileborderstylesolid

storage
  dbpath varlibmongodb
  directoryperdb true
  engine wiredtiger
  wiredtiger
    collectionconfig
      blockcompressor zlib

code
 remove dbpath content and restart mongods
 manualy create a collection with snappy 
code
mongos use mydb
mongos dbcreatecollection mygridfscollectionchunks  storageengine  wiredtiger  configstring blockcompressorsnappy 
code
 check the blockcompressor 
quote
code
mongos use mydb
mongos dbmygridfscollectionchunksstatswiredtigercreationstring
code
     must be blockcompressorsnappy
quote
 start inserting documents in my case gridfs files in this collection
 shard the collection 
code
mongos use admin
mongos dbruncommand  shardcollection  mydbmygridfscollectionchunks  key   filesid    n     
code
 check the blockcompressor again 
quote
code
mongos use mydb
mongos dbmygridfscollectionchunksstatswiredtigercreationstring
code
     ok nothing  the collection is sharded
in my case i have  replicasets  and  
for  
code
mongos 
code
     blockcompressorcolorgreensnappycolor
     the primary shard of the collection here  have the correct block compressor
for  
if their is nothing yet continue data inserts to trigger the balancer
code
mongos 
code
     blockcompressorcolorredzlibcolor
     the other shard of the collection is not in snappy
quote",0

209,update postgress and postgress test dependencies to the latest version,1

210,"i have some problems with uploading files to our mina sshd based sftp server when using different version of winscp as sftp client winscp is configured to use version  of the sftp protocol if possible 

uploading a file of   sometimes result in a file of  bytes where in the data is not appended from the second sftp packet but overwritten but did not pin point the exact bug

as a temporary solution i found in issue  a comment which suggest to force the server to use sftpprotocol version  if i do this i expect the server to negotiate with the client that version  should be used instead of version  but what happens is that the server sends a not supported message

 

i think that the abstractsftpsubsystemhelpercheckversioncompatibility is the problem

see my screenshots as you can see the version proposed by winscp is version  i forced the server on version ",0

211, set the description and comment fields to use the wiki markup renderer create an issue and put a phone number on description for example phone  comment on the issue and write the same phone number load the stream of for the issueexpected phone to render as a skype widget on the create issue activity as well as the comment activityactual the widget flickers between the two phone numbers and ies status bar says that its downloading animage for ever screen recording   notes  i have skype installed on this machine however i dont know if it is required to have it installed for the widget to render when the browse is in this state i cannot click on the create issue button the problem does not repro when loading the issue screen even though the skype widget is rendered twice there as well,0

212,"migrate the reportersetuptests to use contextclassloaderextension to generate service entries at runtime scoped to the test instead of having them as a test resource

see  as an example",1

213,even without any server support for mongos discovery its straightforward for drivers to support load balancing across multiple mongos routers all of which are specified in the uri or via apiwe can add discovery support if and when the server does,0

214,previous we implemented the connections as having strong references to the connectionpool to facilitate having the pool emit all cmap events which wouldnt otherwise be possible due to connectionclosed potentially occurring after the pool is dropped however after discussion with other in the drivers team we came to the conclusion that keeping the pool alive and therefore all the connections in it until the last connection is returned is undesirable behavior so we should change the references back to weak references and have the connections emit their own connectionclosed event if necessary,0

215,"nginx  phpfpm  mongodbmongodb phplib

trying to compare the compression rate of mongodb but the results are not as expected here are my experiments
 etcmongodconf  

 mongodconf  default setting

 for documentation of all options see
   

 where and how to store data
storage
  dbpath varlibmongodb
  journal
    enabled true
  engine
  
  wiredtiger

 where to write logging data
systemlog
  destination file
  logappend true
  path varlogmongodbmongodlog

 network interfaces
net
  port 
  bindip 

 how the process runs
processmanagement
  timezoneinfo usrsharezoneinfo

security
operationprofiling
replication
sharding
 enterpriseonly options
auditlog
snmp
 
quotesetting compression when creating collection in mongodb shell

mongodb shell dbcreatecollection teststorageenginewiredtigerconfigstringblockcompressornone prefixcompressionfalse

the compression options are set to  in total

blockcompressor  none or snappy or zlib  prefixcompression  false or true

when checked with dbprintcollectionstats the options were applied correctly
quote
insert data size is     about 

but dbteststoragesize result

blockcompression none   byte

blockcompression snappy   byte

blockcompression zlib   byte

zlib is about  compressed compared to none but none and snappy are not different

prefixcompress is also unchanged

