numero_frase,label,orig_text,p_td,logit_td,tokens,token_scores
64,1,flink uses multiple comfasterxmljackson components in different flink modules we should update these to the latest version example one or more used in elasticsearch connector kinesis fs hadooppresto avro python table api etc could all be updated to,0.9999375343322754,4.239314556121826,"[""<s>"", ""fl"", ""ink"", ""Ġuses"", ""Ġmultiple"", ""Ġcom"", ""f"", ""aster"", ""xml"", ""jack"", ""son"", ""Ġcomponents"", ""Ġin"", ""Ġdifferent"", ""Ġfl"", ""ink"", ""Ġmodules"", ""Ġwe"", ""Ġshould"", ""Ġupdate"", ""Ġthese"", ""Ġto"", ""Ġthe"", ""Ġlatest"", ""Ġversion"", ""Ġexample"", ""Ġone"", ""Ġor"", ""Ġmore"", ""Ġused"", ""Ġin"", ""Ġelastic"", ""search"", ""Ġconnector"", ""Ġk"", ""ines"", ""is"", ""Ġfs"", ""Ġhad"", ""oo"", ""pp"", ""rest"", ""o"", ""Ġav"", ""ro"", ""Ġpython"", ""Ġtable"", ""Ġapi"", ""Ġetc"", ""Ġcould"", ""Ġall"", ""Ġbe"", ""Ġupdated"", ""Ġto"", ""</s>""]","[0.006548295728862286, 0.03051060251891613, 0.036398619413375854, 0.05958200618624687, 0.004286738112568855, 0.03106914646923542, 0.0004976284690201283, 0.011935780756175518, 0.014180723577737808, 0.01706736721098423, 0.023533083498477936, 0.01421216782182455, 0.002409678418189287, 0.037296362221241, 0.005496093071997166, 0.021117517724633217, 0.009690131060779095, 0.010578645393252373, 0.01475508138537407, 0.022182349115610123, 0.0092768594622612, 0.006069791503250599, 0.0017159741837531328, 0.015244642272591591, 0.005778697319328785, 0.0023330096155405045, 0.014129271730780602, 0.007392314728349447, 0.003908300306648016, 0.030552826821804047, 0.015517562627792358, 0.012711062096059322, 0.007867737673223019, 0.017207346856594086, 0.007262415252625942, 0.03482009470462799, 0.04200528562068939, 0.014837915077805519, 0.008374775759875774, 0.036195531487464905, 0.04410405457019806, 0.00046721938997507095, 0.0011005750857293606, 0.004855632316321135, 0.012309467419981956, 0.006565885152667761, 0.0011765286326408386, 0.012802451848983765, 0.007703075185418129, 0.039920952171087265, 0.004465730860829353, 0.0024583209306001663, 0.004481249488890171, 0.013762217015028, 0.004080179147422314]"
65,1,we added code to debug a set of testformat hangs in we believe fixed the underlying problem at least we havent seen a failure in quite some time remove the debugging code,0.9993708729743958,3.2462332248687744,"[""<s>"", ""we"", ""Ġadded"", ""Ġcode"", ""Ġto"", ""Ġdebug"", ""Ġa"", ""Ġset"", ""Ġof"", ""Ġtest"", ""format"", ""Ġhangs"", ""Ġin"", ""Ġwe"", ""Ġbelieve"", ""Ġfixed"", ""Ġthe"", ""Ġunderlying"", ""Ġproblem"", ""Ġat"", ""Ġleast"", ""Ġwe"", ""Ġha"", ""vent"", ""Ġseen"", ""Ġa"", ""Ġfailure"", ""Ġin"", ""Ġquite"", ""Ġsome"", ""Ġtime"", ""Ġremove"", ""Ġthe"", ""Ġdebugging"", ""Ġcode"", ""</s>""]","[0.14828738570213318, 0.0804523229598999, 0.09109805524349213, 0.40203842520713806, 0.018884189426898956, 0.3841972053050995, 0.21804897487163544, 0.7828648090362549, 1.0774037837982178, 0.2926221489906311, 0.4756506085395813, 0.9686136245727539, 0.513378381729126, 0.4744814932346344, 1.348599910736084, 0.37760499119758606, 0.03020935319364071, 0.10420680046081543, 0.01787829026579857, 0.025699160993099213, 0.4104205369949341, 0.3811081349849701, 0.38987335562705994, 0.17667841911315918, 0.08650186657905579, 0.05636885017156601, 0.1748388409614563, 0.05591646954417229, 0.11658352613449097, 0.04605114459991455, 0.30169689655303955, 0.4054044187068939, 0.08445707708597183, 0.4166489243507385, 0.4723254144191742, 0.16307112574577332]"
66,0,i would like to publish my artifacts on maven central under the package comwalterjwhite,4.6287390432553366e-05,-4.412412166595459,"[""<s>"", ""i"", ""Ġwould"", ""Ġlike"", ""Ġto"", ""Ġpublish"", ""Ġmy"", ""Ġartifacts"", ""Ġon"", ""Ġm"", ""aven"", ""Ġcentral"", ""Ġunder"", ""Ġthe"", ""Ġpackage"", ""Ġcom"", ""wal"", ""ter"", ""j"", ""white"", ""</s>""]","[0.00317333429120481, 0.0017465588171035051, 0.00022404509945772588, 0.0023084545973688364, 0.0025443059857934713, 0.011688383296132088, 0.0068282028660178185, 0.005015673581510782, 0.007326346822082996, 0.010901674628257751, 0.00718931807205081, 0.00785915832966566, 0.008898778818547726, 0.009398728609085083, 0.007101166062057018, 0.003288788255304098, 0.003366852179169655, 0.0020973740611225367, 0.013012120500206947, 0.001002470962703228, 0.005880728829652071]"
67,0,running on with a workload that is lock bound speed is roughly the same as but no locking shown in mongostat just,4.920594074064866e-05,-4.374838352203369,"[""<s>"", ""running"", ""Ġon"", ""Ġwith"", ""Ġa"", ""Ġworkload"", ""Ġthat"", ""Ġis"", ""Ġlock"", ""Ġbound"", ""Ġspeed"", ""Ġis"", ""Ġroughly"", ""Ġthe"", ""Ġsame"", ""Ġas"", ""Ġbut"", ""Ġno"", ""Ġlocking"", ""Ġshown"", ""Ġin"", ""Ġm"", ""ong"", ""ost"", ""at"", ""Ġjust"", ""</s>""]","[0.003982827998697758, 0.014608512632548809, 0.00684416713193059, 0.0038989626336842775, 0.0001405386719852686, 0.006508667021989822, 0.0020225169137120247, 0.009930802509188652, 0.015314823016524315, 0.0062571014277637005, 0.009675536304712296, 0.008531685918569565, 0.0002516221720725298, 0.0006877738051116467, 0.005206647329032421, 0.0019014424178749323, 0.02384663186967373, 0.010758004151284695, 0.009768234565854073, 0.019095072522759438, 0.0032983836717903614, 0.00019827819778583944, 0.007462655194103718, 0.004126462619751692, 0.007890739478170872, 0.0016590235754847527, 0.00852932594716549]"
68,1,when compiling the module flinkruntimeweb the terminal would be filled with errors as below codebash generating browser application bundles phase setup compiling angularcore as compiling angularcommon as compiling angularplatformbrowser as compiling angularplatformbrowserdynamic as compiling angularrouter as code although it doesnt break the compilation maybe we should fix this im not familiar with the module flinkruntimeweb or angular i found something that may be useful,0.00047074788017198443,-3.500396966934204,"[""<s>"", ""when"", ""Ġcompiling"", ""Ġthe"", ""Ġmodule"", ""Ġfl"", ""ink"", ""r"", ""unt"", ""im"", ""ew"", ""eb"", ""Ġthe"", ""Ġterminal"", ""Ġwould"", ""Ġbe"", ""Ġfilled"", ""Ġwith"", ""Ġerrors"", ""Ġas"", ""Ġbelow"", ""Ġcode"", ""bash"", ""Ġgenerating"", ""Ġbrowser"", ""Ġapplication"", ""Ġbundles"", ""Ġphase"", ""Ġsetup"", ""Ġcompiling"", ""Ġangular"", ""core"", ""Ġas"", ""Ġcompiling"", ""Ġangular"", ""common"", ""Ġas"", ""Ġcompiling"", ""Ġangular"", ""platform"", ""browser"", ""Ġas"", ""Ġcompiling"", ""Ġangular"", ""platform"", ""browser"", ""d"", ""ynamic"", ""Ġas"", ""Ġcompiling"", ""Ġangular"", ""rou"", ""ter"", ""Ġas"", ""Ġcode"", ""Ġalthough"", ""Ġit"", ""Ġdoesnt"", ""Ġbreak"", ""Ġthe"", ""Ġcompilation"", ""Ġmaybe"", ""Ġwe"", ""Ġshould"", ""Ġfix"", ""Ġthis"", ""Ġim"", ""Ġnot"", ""Ġfamiliar"", ""Ġwith"", ""Ġthe"", ""Ġmodule"", ""Ġfl"", ""ink"", ""r"", ""unt"", ""im"", ""ew"", ""eb"", ""Ġor"", ""Ġangular"", ""Ġi"", ""Ġfound"", ""Ġsomething"", ""Ġthat"", ""Ġmay"", ""Ġbe"", ""Ġuseful"", ""</s>""]","[0.10461661219596863, 0.26181986927986145, 0.6686297655105591, 0.3377251625061035, 0.0893712043762207, 0.13798923790454865, 0.21056309342384338, 0.18699410557746887, 0.44886335730552673, 0.1448005586862564, 0.3265867233276367, 0.008504386991262436, 0.016327619552612305, 0.6622859239578247, 0.47886818647384644, 0.47489267587661743, 0.907508134841919, 0.10742246359586716, 0.9343545436859131, 0.5022741556167603, 1.2048475742340088, 0.3845464885234833, 0.6114615201950073, 0.22084182500839233, 0.3661240041255951, 4.779547452926636e-05, 0.014085754752159119, 1.6975065469741821, 0.5348360538482666, 0.26576101779937744, 0.11961621046066284, 0.21872958540916443, 0.16720068454742432, 0.07458387315273285, 0.03308875858783722, 0.005833912640810013, 0.07606179267168045, 0.14107048511505127, 0.04290379583835602, 0.06507721543312073, 0.13700561225414276, 0.09590336680412292, 0.10212236642837524, 0.0747341513633728, 0.0013669617474079132, 0.2040587067604065, 0.04507740959525108, 0.19996614754199982, 0.05009513720870018, 0.02838113158941269, 0.09337186813354492, 0.09688622504472733, 0.028646565973758698, 0.1448512226343155, 0.05491428077220917, 0.024905696511268616, 0.021574508398771286, 0.06291081011295319, 0.10814810544252396, 0.13864441215991974, 0.13204547762870789, 0.5384690761566162, 0.2391037791967392, 0.4001193344593048, 0.4161359369754791, 0.013131334446370602, 0.08149686455726624, 0.15627165138721466, 0.026049308478832245, 0.0565590038895607, 0.06150677055120468, 0.04733906686306, 0.07730583846569061, 0.03545141592621803, 0.0619172677397728, 0.1537826657295227, 0.023079611361026764, 0.09401583671569824, 0.03622503951191902, 0.011931750923395157, 0.042796120047569275, 0.03556744381785393, 0.3147937059402466, 0.0872497633099556, 0.19874775409698486, 0.09857790172100067, 0.04669933393597603, 0.15351110696792603, 0.08526618778705597]"
69,0,iuamsolver is the java library for breaking through the cloudflares i am under attack mode,5.3359934099717066e-05,-4.368228435516357,"[""<s>"", ""iu"", ""ams"", ""olver"", ""Ġis"", ""Ġthe"", ""Ġjava"", ""Ġlibrary"", ""Ġfor"", ""Ġbreaking"", ""Ġthrough"", ""Ġthe"", ""Ġcloud"", ""fl"", ""ares"", ""Ġi"", ""Ġam"", ""Ġunder"", ""Ġattack"", ""Ġmode"", ""</s>""]","[0.008795414119958878, 0.10916212201118469, 0.10439097136259079, 0.008307117968797684, 0.03782007843255997, 0.010267701931297779, 0.08517059683799744, 0.04005212336778641, 0.009366853162646294, 0.014722809195518494, 0.01701911725103855, 0.014406038448214531, 0.04950374737381935, 0.00505381915718317, 0.081868015229702, 0.00399754848331213, 0.03647724911570549, 0.094015933573246, 0.03813193738460541, 0.13096435368061066, 0.0212906152009964]"
70,0,coderuby class post include mongoiddocument hasandbelongstomany tags end class tag include mongoiddocument hasandbelongstomany posts end loading development environment rails t tagcreate tpostscreate t treload codewhen a new post is created for a tag the posts id gets added to postids twiceusing mongoid anyone replicate this,0.014051500707864761,-2.127288341522217,"[""<s>"", ""c"", ""oder"", ""ub"", ""y"", ""Ġclass"", ""Ġpost"", ""Ġinclude"", ""Ġm"", ""ongo"", ""idd"", ""ocument"", ""Ġhas"", ""and"", ""bel"", ""ong"", ""st"", ""om"", ""any"", ""Ġtags"", ""Ġend"", ""Ġclass"", ""Ġtag"", ""Ġinclude"", ""Ġm"", ""ongo"", ""idd"", ""ocument"", ""Ġhas"", ""and"", ""bel"", ""ong"", ""st"", ""om"", ""any"", ""Ġposts"", ""Ġend"", ""Ġloading"", ""Ġdevelopment"", ""Ġenvironment"", ""Ġrails"", ""Ġt"", ""Ġtag"", ""create"", ""Ġt"", ""post"", ""sc"", ""re"", ""ate"", ""Ġt"", ""Ġtre"", ""load"", ""Ġcod"", ""ew"", ""hen"", ""Ġa"", ""Ġnew"", ""Ġpost"", ""Ġis"", ""Ġcreated"", ""Ġfor"", ""Ġa"", ""Ġtag"", ""Ġthe"", ""Ġposts"", ""Ġid"", ""Ġgets"", ""Ġadded"", ""Ġto"", ""Ġpost"", ""ids"", ""Ġtwice"", ""using"", ""Ġm"", ""ong"", ""oid"", ""Ġanyone"", ""Ġreplicate"", ""Ġthis"", ""</s>""]","[0.4505493938922882, 1.077908992767334, 1.4205636978149414, 0.042634017765522, 0.28553158044815063, 0.13625529408454895, 0.5436018705368042, 0.02495388686656952, 0.6110138893127441, 0.26070934534072876, 0.6328405737876892, 0.31911370158195496, 0.24892225861549377, 0.2115805447101593, 0.2257286012172699, 0.3108084797859192, 0.3290135860443115, 0.1358008086681366, 0.17897668480873108, 0.5743958950042725, 0.01812973991036415, 0.0075558871030807495, 0.41566869616508484, 0.09962661564350128, 0.4097841680049896, 0.3054218888282776, 0.43664616346359253, 0.36929020285606384, 0.39878883957862854, 0.6024602055549622, 0.014118321239948273, 0.5036329030990601, 0.030334364622831345, 0.06728558242321014, 0.615675687789917, 0.037821680307388306, 0.3881078362464905, 0.9248368740081787, 0.8505904674530029, 2.130281448364258, 0.3457554876804352, 0.14403139054775238, 0.5988386869430542, 0.1134004294872284, 0.4697345495223999, 0.34183257818222046, 0.19012558460235596, 0.08965492993593216, 0.19135940074920654, 0.30393409729003906, 0.27588585019111633, 0.6010235548019409, 0.12950381636619568, 0.3620467782020569, 1.6464184522628784, 0.3850330710411072, 0.08444623649120331, 0.6955642104148865, 0.40953898429870605, 0.02892991527915001, 0.1447886824607849, 0.06249125301837921, 0.23684372007846832, 0.7145664691925049, 0.1503114104270935, 0.137544184923172, 1.3551647663116455, 0.24960613250732422, 0.34570422768592834, 0.5559154748916626, 0.7648158073425293, 0.14969438314437866, 0.2522207498550415, 0.19263304769992828, 0.5963014960289001, 0.11531497538089752, 0.7443455457687378, 0.3635525703430176, 0.05399554222822189, 0.11546759307384491]"
71,0,as i wrote in the comment in this issue i would like to publish artifacts to the camel extra repository im camel and camel extra committer thanks in advance,4.6891665988368914e-05,-4.389942169189453,"[""<s>"", ""as"", ""Ġi"", ""Ġwrote"", ""Ġin"", ""Ġthe"", ""Ġcomment"", ""Ġin"", ""Ġthis"", ""Ġissue"", ""Ġi"", ""Ġwould"", ""Ġlike"", ""Ġto"", ""Ġpublish"", ""Ġartifacts"", ""Ġto"", ""Ġthe"", ""Ġcamel"", ""Ġextra"", ""Ġrepository"", ""Ġim"", ""Ġcamel"", ""Ġand"", ""Ġcamel"", ""Ġextra"", ""Ġcomm"", ""itter"", ""Ġthanks"", ""Ġin"", ""Ġadvance"", ""</s>""]","[0.00583441648632288, 0.005629600025713444, 0.007788747549057007, 0.0008375889156013727, 0.0005451941397041082, 3.9738712075632066e-05, 0.004999726079404354, 0.0013434316497296095, 0.0036021843552589417, 0.003677139990031719, 0.0007142552058212459, 0.0013333887327462435, 0.00024230219423770905, 0.002030252944678068, 0.009497555904090405, 0.009219303727149963, 0.0011049937456846237, 0.006506693083792925, 0.015910383313894272, 0.010638323612511158, 0.0033267997205257416, 0.0036590469535440207, 0.0007289753411896527, 0.0009950230596587062, 0.0007607591105625033, 0.007265287451446056, 0.0023869038559496403, 0.0025751267094165087, 0.011785644106566906, 0.004025597590953112, 0.00840548612177372, 0.0016866917721927166]"
72,0,theres a load balancer spec test thats missing hello in failcommand,0.05022373050451279,-1.5042279958724976,"[""<s>"", ""the"", ""res"", ""Ġa"", ""Ġload"", ""Ġbal"", ""ancer"", ""Ġspec"", ""Ġtest"", ""Ġthats"", ""Ġmissing"", ""Ġhello"", ""Ġin"", ""Ġfail"", ""command"", ""</s>""]","[0.14131669700145721, 0.8024693727493286, 0.5048148036003113, 1.2802702188491821, 0.7560880184173584, 0.0566529780626297, 1.528523564338684, 0.16575206816196442, 1.527944564819336, 1.7698323726654053, 3.795103073120117, 0.19118142127990723, 1.4051671028137207, 1.2899600267410278, 0.6034883260726929, 0.5826012492179871]"
73,1,in support for duplicate backup cursors was added the code changes in sessionapicsessionopencursor make it too specific with the statjoin and dupbackup booleans at that top level the original code changes came from,6.166366074467078e-05,-4.311522960662842,"[""<s>"", ""in"", ""Ġsupport"", ""Ġfor"", ""Ġduplicate"", ""Ġbackup"", ""Ġcurs"", ""ors"", ""Ġwas"", ""Ġadded"", ""Ġthe"", ""Ġcode"", ""Ġchanges"", ""Ġin"", ""Ġsession"", ""ap"", ""ics"", ""ession"", ""open"", ""c"", ""ursor"", ""Ġmake"", ""Ġit"", ""Ġtoo"", ""Ġspecific"", ""Ġwith"", ""Ġthe"", ""Ġstat"", ""join"", ""Ġand"", ""Ġdup"", ""back"", ""up"", ""Ġbo"", ""ole"", ""ans"", ""Ġat"", ""Ġthat"", ""Ġtop"", ""Ġlevel"", ""Ġthe"", ""Ġoriginal"", ""Ġcode"", ""Ġchanges"", ""Ġcame"", ""Ġfrom"", ""</s>""]","[0.022466089576482773, 0.011564322747290134, 0.07325533032417297, 0.1191682443022728, 0.03566586971282959, 0.21151390671730042, 0.014251269400119781, 0.04373224824666977, 0.13148623704910278, 0.019795529544353485, 0.04710792005062103, 0.00044441595673561096, 0.016494188457727432, 0.01333695650100708, 0.01872095838189125, 0.02952275611460209, 0.01964380219578743, 0.0043939631432294846, 0.009559566155076027, 0.0042050909250974655, 0.031083285808563232, 0.016058530658483505, 0.04308002442121506, 0.029479755088686943, 0.07707099616527557, 0.003816523589193821, 0.011080563068389893, 0.05440894514322281, 0.07363331317901611, 0.049422457814216614, 0.036153730005025864, 0.07180888205766678, 0.008110005408525467, 0.061917744576931, 0.0047979895025491714, 0.043102823197841644, 0.08800492435693741, 0.024538554251194, 0.1044999212026596, 0.07248322665691376, 0.0293910950422287, 0.053788140416145325, 0.005766763351857662, 0.1877080500125885, 0.046370796859264374, 0.08598095923662186, 0.09124884009361267]"
74,1,there are some typo issues in these modules codejava use the codespell tool to check typo issue pip install codespell codespell h code 、 codespell flinkjavasrc codejava partioning partitioning neccessary necessary code 、 codespell flinkclients codejava acessible accessible code 、codespell flinkconnectors s xml s iml s txt codejava tht that doenst doesnt postgressql postgresql instanciation instantiation partion partition funtion function funtion function characteres characters paremeters parameters unkown unknown reprsents represents functino function implemenation ture true partions partitions implementatation implementation bloc block te the determin determine hav have correlatd correlated intial initial intial initial wth with comitted committed invokation invocation doesnt doesnt code 、codespell flinkcore s xml s iml s txt codebash preform perform aways documention documentation documention documentation retured returned skipp skip occurences occurrences code,4.603287379723042e-05,-4.406556606292725,"[""<s>"", ""there"", ""Ġare"", ""Ġsome"", ""Ġtypo"", ""Ġissues"", ""Ġin"", ""Ġthese"", ""Ġmodules"", ""Ġcode"", ""java"", ""Ġuse"", ""Ġthe"", ""Ġcodes"", ""pell"", ""Ġtool"", ""Ġto"", ""Ġcheck"", ""Ġtypo"", ""Ġissue"", ""Ġpip"", ""Ġinstall"", ""Ġcodes"", ""pell"", ""Ġcodes"", ""pell"", ""Ġh"", ""Ġcode"", ""Ġ"", ""ãĢģ"", ""Ġcodes"", ""pell"", ""Ġfl"", ""ink"", ""j"", ""av"", ""as"", ""rc"", ""Ġcode"", ""java"", ""Ġpart"", ""ion"", ""ing"", ""Ġpartition"", ""ing"", ""Ġne"", ""ccess"", ""ary"", ""Ġnecessary"", ""Ġcode"", ""Ġ"", ""ãĢģ"", ""Ġcodes"", ""pell"", ""Ġfl"", ""ink"", ""cl"", ""ients"", ""Ġcode"", ""java"", ""Ġa"", ""cess"", ""ible"", ""Ġaccessible"", ""Ġcode"", ""Ġ"", ""ãĢģ"", ""codes"", ""pell"", ""Ġfl"", ""ink"", ""connect"", ""ors"", ""Ġs"", ""Ġxml"", ""Ġs"", ""Ġim"", ""l"", ""Ġs"", ""Ġt"", ""xt"", ""Ġcode"", ""java"", ""Ġth"", ""t"", ""Ġthat"", ""Ġdo"", ""en"", ""st"", ""Ġdoesnt"", ""Ġpost"", ""gress"", ""ql"", ""Ġpost"", ""gres"", ""ql"", ""Ġinst"", ""an"", ""ciation"", ""Ġinstant"", ""iation"", ""Ġpart"", ""ion"", ""Ġpartition"", ""Ġfun"", ""tion"", ""Ġfunction"", ""Ġfun"", ""tion"", ""Ġfunction"", ""Ġcharact"", ""e"", ""res"", ""Ġcharacters"", ""Ġp"", ""are"", ""met"", ""ers"", ""Ġparameters"", ""Ġun"", ""k"", ""own"", ""Ġunknown"", ""Ġrepr"", ""s"", ""ents"", ""Ġrepresents"", ""Ġfun"", ""ct"", ""ino"", ""Ġfunction"", ""Ġimp"", ""le"", ""men"", ""ation"", ""Ġt"", ""ure"", ""Ġtrue"", ""Ġpart"", ""ions"", ""Ġpartitions"", ""Ġimplement"", ""at"", ""ation"", ""Ġimplementation"", ""Ġbloc"", ""Ġblock"", ""Ġte"", ""Ġthe"", ""Ġdetermin"", ""Ġdetermine"", ""Ġha"", ""v"", ""Ġhave"", ""Ġcorrel"", ""at"", ""d"", ""Ġcorrelated"", ""Ġint"", ""ial"", ""Ġinitial"", ""Ġint"", ""ial"", ""Ġinitial"", ""Ġw"", ""th"", ""Ġwith"", ""Ġcom"", ""itted"", ""Ġcommitted"", ""Ġinv"", ""ok"", ""ation"", ""Ġinvocation"", ""Ġdoesnt"", ""Ġdoesnt"", ""Ġcode"", ""Ġ"", ""ãĢģ"", ""codes"", ""pell"", ""Ġfl"", ""ink"", ""core"", ""Ġs"", ""Ġxml"", ""Ġs"", ""Ġim"", ""l"", ""Ġs"", ""Ġt"", ""xt"", ""Ġcode"", ""bash"", ""Ġpre"", ""form"", ""Ġperform"", ""Ġa"", ""ways"", ""Ġdoc"", ""um"", ""ention"", ""Ġdocumentation"", ""Ġdoc"", ""um"", ""ention"", ""Ġdocumentation"", ""Ġret"", ""ured"", ""Ġreturned"", ""Ġsk"", ""ipp"", ""Ġskip"", ""Ġocc"", ""ure"", ""nces"", ""Ġoccurrences"", ""Ġcode"", ""</s>""]","[0.0011483484413474798, 0.003587620798498392, 6.541871698573232e-06, 0.00037753768265247345, 0.00025476832524873316, 0.00751442601904273, 0.0026365623343735933, 0.0021797269582748413, 0.007440647576004267, 0.001925752148963511, 0.0037195715121924877, 0.000856935337651521, 0.0011032861657440662, 0.0005676086293533444, 0.0013662787387147546, 8.070738113019615e-05, 0.00550398463383317, 0.0034385337494313717, 0.0020448951981961727, 0.010134988464415073, 0.004488460253924131, 0.0024925116449594498, 0.0014181028818711638, 0.004052954260259867, 0.0005681883776560426, 0.0008713952847756445, 0.006852918304502964, 0.0017485003918409348, 0.0021765530109405518, 0.0006140894256532192, 0.002086558612063527, 0.002048232825472951, 0.0001107717544073239, 0.00013665987353306264, 0.0004429466789588332, 9.197034523822367e-05, 0.0005356512847356498, 0.0006339283427223563, 0.00016612766194157302, 0.000706296821590513, 0.00027704593958333135, 0.0013460518093779683, 0.0003535441355779767, 0.00018800669931806624, 0.00026509902090765536, 0.0010137184290215373, 0.0010546684497967362, 0.0011872503673657775, 0.001131558557972312, 0.0019397044088691473, 0.00045290772686712444, 0.0006741725374013186, 0.001316186273470521, 4.766444908455014e-05, 0.0007071708096191287, 0.00018307569553144276, 1.788004010450095e-05, 0.00034935600706376135, 0.0002089931513182819, 0.00034710080944932997, 0.00024066658806987107, 0.0015873898519203067, 0.00031674985075369477, 0.0003785535227507353, 0.00040569258271716535, 0.0024757813662290573, 0.008559491485357285, 0.0034381491132080555, 0.0013847522204741836, 0.0002520396956242621, 0.0017893727635964751, 0.0006405699532479048, 0.0004983044927939773, 0.00022225694556254894, 0.0015500024892389774, 0.00011201175948372111, 0.000996428425423801, 0.00044735436677001417, 0.00046268521691672504, 3.438159910729155e-05, 0.0004418209719005972, 0.0005422241520136595, 0.0001812316186260432, 0.0004346288333181292, 0.00017292647680733353, 0.0004297929408494383, 0.00029877235647290945, 0.0004905653186142445, 0.000685166975017637, 0.000821155495941639, 0.00417820131406188, 0.0005451185861602426, 0.0059297336265444756, 0.0006518766167573631, 0.0002525867894291878, 0.0005935714580118656, 0.00022466538939625025, 0.0023555816151201725, 0.0002232382830698043, 0.0018945602932944894, 0.0010633812053129077, 8.881172107066959e-05, 0.0007444819202646613, 0.00026663028984330595, 0.00016291980864480138, 0.0008650223608128726, 0.001364978146739304, 0.00019442119810264558, 0.0008408491848967969, 5.1974173402413726e-05, 0.0022752522490918636, 0.00042613365803845227, 0.0006786819430999458, 0.00042536796536296606, 0.0003494264092296362, 0.0005481091211549938, 0.00034583828528411686, 0.0007342275348491967, 0.0009923602920025587, 7.943800301291049e-05, 0.0006105967913754284, 0.0005597160197794437, 0.00012864029849879444, 0.00030410103499889374, 0.00014305060904007405, 0.0005745691014453769, 0.003902154043316841, 0.0011417388450354338, 0.0011650859378278255, 0.002437933348119259, 0.0061735305935144424, 0.000337218982167542, 0.002333906013518572, 0.001167790498584509, 0.0004271307261660695, 0.0003922470204997808, 5.2724251872859895e-05, 0.0003094906860496849, 4.631126648746431e-05, 0.00045584733015857637, 0.0011588690103963017, 0.0006177797331474721, 0.000736683898139745, 0.00020461200620047748, 0.0015506257768720388, 0.000509503937792033, 0.0005550180794671178, 0.0008888132870197296, 0.0006032264791429043, 0.00044442503713071346, 0.0008723635692149401, 0.00036936328979209065, 0.0007579349912703037, 0.00013819993182551116, 0.0005135966930538416, 0.0004056713660247624, 0.0009229729184880853, 0.0006352157797664404, 0.0004352839896455407, 0.0002126260951627046, 0.001066989847458899, 0.00015196144522633404, 0.00010051265417132527, 0.00028300320263952017, 0.0007401818293146789, 0.0003779814578592777, 0.0001629250473342836, 0.0004536448686849326, 8.485068974550813e-05, 0.0003227543493267149, 8.943062857724726e-05, 0.00038059166399762034, 0.0006713566835969687, 0.002690923400223255, 0.003186084795743227, 0.008183184079825878, 0.0031170935835689306, 4.858063766732812e-05, 9.728583972901106e-05, 0.002038610400632024, 0.0007386906072497368, 0.0005411954480223358, 0.0006469438667409122, 0.0005328968400135636, 0.0004355733981356025, 0.00021740072406828403, 0.00027044289163313806, 0.00016920329653657973, 0.00016505747043993324, 0.0004445933154784143, 0.00028753135120496154, 7.266178727149963e-05, 8.66806658450514e-06, 0.000545221206266433, 0.0054961685091257095, 0.004018747713416815, 0.0011453540064394474, 0.00034811225486919284, 0.002405698411166668, 0.0008787708939053118, 0.0013845920329913497, 0.001669196062721312, 0.0009046333143487573, 0.0009305448038503528, 0.0007639997056685388, 0.001048264792189002, 0.0007088829879648983, 0.0008799865026958287, 0.001015535439364612, 0.001373367034830153, 0.0004861543420702219, 0.0011656346032395959, 0.0006636519683524966, 0.001872661872766912, 0.002485255477949977, 0.004088621586561203, 0.004756555426865816, 0.0003385005402378738, 0.0004578829393722117]"
75,1,we have quite some tests being temporarily disabled in testevergreenyml during durable history development to reduce testing noise its time to reenable them as the durable history projects wrapping up,0.997166097164154,2.6137797832489014,"[""<s>"", ""we"", ""Ġhave"", ""Ġquite"", ""Ġsome"", ""Ġtests"", ""Ġbeing"", ""Ġtemporarily"", ""Ġdisabled"", ""Ġin"", ""Ġtest"", ""ever"", ""green"", ""y"", ""ml"", ""Ġduring"", ""Ġdurable"", ""Ġhistory"", ""Ġdevelopment"", ""Ġto"", ""Ġreduce"", ""Ġtesting"", ""Ġnoise"", ""Ġits"", ""Ġtime"", ""Ġto"", ""Ġre"", ""enable"", ""Ġthem"", ""Ġas"", ""Ġthe"", ""Ġdurable"", ""Ġhistory"", ""Ġprojects"", ""Ġwrapping"", ""Ġup"", ""</s>""]","[0.13353899121284485, 0.03016354888677597, 0.06730109453201294, 0.6129351854324341, 0.5793285369873047, 0.9472886323928833, 0.04191756248474121, 0.5945357084274292, 0.2137061059474945, 0.0037004128098487854, 0.4194357395172119, 0.004552528262138367, 0.5412783026695251, 0.27386561036109924, 0.1138252466917038, 0.7719631791114807, 0.6228420734405518, 0.5957615375518799, 0.06037414073944092, 0.04290492832660675, 0.11464223265647888, 0.0854177474975586, 0.24835564196109772, 0.34629493951797485, 0.3165476322174072, 0.12890639901161194, 0.1355038583278656, 0.07700076699256897, 0.22085633873939514, 0.16729551553726196, 0.9652310609817505, 0.08191642165184021, 0.737368643283844, 2.3276875019073486, 0.4018304944038391, 0.22844283282756805, 0.19889098405838013]"
